priority,priority_zh,ticket_id,repo,repository_size_group,indexed_file_count,top_level_module_count,large_multimodule,outcome,failure_stage,failure_stage_zh,gold_file_count,recovered_gold_count,missing_gold_files
P1_other_retrieval,其他初步檢索遺漏,pylint-dev__pylint-5136,pylint-dev/pylint,medium,129,5,False,partial_recall,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,5,2,pylint/checkers/misc.py | pylint/message/__init__.py | pylint/typing.py
P1_other_retrieval,其他初步檢索遺漏,pylint-dev__pylint-5201,pylint-dev/pylint,medium,128,5,False,partial_recall,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,4,3,pylint/config/option.py
P1_other_retrieval,其他初步檢索遺漏,pylint-dev__pylint-4551,pylint-dev/pylint,medium,117,5,False,partial_recall,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,4,2,pylint/pyreverse/inspector.py | pylint/pyreverse/utils.py
P1_other_retrieval,其他初步檢索遺漏,pydata__xarray-7179,pydata/xarray,small,112,7,False,partial_recall,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,23,8,xarray/backends/cfgrib_.py | xarray/backends/h5netcdf_.py | xarray/backends/netCDF4_.py | xarray/backends/pseudonetcdf_.py | xarray/backends/pydap_.py | xarray/backends/pynio_.py | xarray/backends/scipy_.py | xarray/backends/zarr.py | xarray/convert.py | xarray/core/_aggregations.py | xarray/core/duck_array_ops.py | xarray/core/missing.py | xarray/core/parallel.py | xarray/plot/utils.py | xarray/util/generate_aggregations.py
P1_other_retrieval,其他初步檢索遺漏,pydata__xarray-7112,pydata/xarray,small,110,7,False,partial_recall,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,5,4,xarray/core/formatting.py
P1_other_retrieval,其他初步檢索遺漏,pydata__xarray-5662,pydata/xarray,small,107,7,False,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,1,0,xarray/core/formatting.py
P1_other_retrieval,其他初步檢索遺漏,pydata__xarray-4911,pydata/xarray,small,102,7,False,partial_recall,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,3,2,xarray/core/dtypes.py
P1_other_retrieval,其他初步檢索遺漏,pydata__xarray-3733,pydata/xarray,small,95,6,False,partial_recall,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,7,5,xarray/__init__.py | xarray/core/dask_array_ops.py
P1_other_retrieval,其他初步檢索遺漏,psf__requests-2153,psf/requests,small,82,3,False,partial_recall,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,2,1,requests/compat.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,sympy__sympy-22402,sympy/sympy,large,879,7,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,sympy/functions/elementary/complexes.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,astropy__astropy-7008,astropy/astropy,large,848,5,True,partial_recall,index_coverage_failure,正確檔案未進入Code Index,4,3,astropy/constants/utils.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-16229,django/django,large,820,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/forms/boundfield.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,sympy__sympy-20428,sympy/sympy,large,819,7,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,sympy/polys/domains/expressiondomain.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-16032,django/django,large,817,5,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,django/db/models/fields/related_lookups.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-11359,django/django,large,816,5,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,4,3,django/db/models/lookups.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-15401,django/django,large,814,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/db/models/fields/related_lookups.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-11797,django/django,large,813,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/db/models/lookups.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-12125,django/django,large,813,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/db/migrations/serializer.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-12419,django/django,large,813,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/conf/global_settings.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-15272,django/django,large,813,5,True,miss,index_coverage_failure,正確檔案未進入Code Index,1,0,django/core/management/commands/optimizemigration.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-11630,django/django,large,812,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/core/checks/model_checks.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-11916,django/django,large,812,5,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,django/db/models/fields/related_descriptors.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-12184,django/django,large,812,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/urls/resolvers.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-15022,django/django,large,812,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/contrib/admin/options.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-15154,django/django,large,812,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/db/models/options.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-12754,django/django,large,811,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/db/migrations/autodetector.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-14785,django/django,large,811,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/db/models/fields/__init__.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-14019,django/django,large,808,5,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,3,2,django/db/models/indexes.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-12928,django/django,large,807,5,True,partial_recall,index_coverage_failure,正確檔案未進入Code Index,5,2,django/template/__init__.py | django/template/autoreload.py | django/utils/translation/reloader.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-13344,django/django,large,806,5,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,3,2,django/contrib/sessions/middleware.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-13350,django/django,large,806,5,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,django/http/multipartparser.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-13495,django/django,large,806,5,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,7,4,django/db/backends/base/operations.py | django/db/backends/sqlite3/base.py | django/db/backends/sqlite3/operations.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-13512,django/django,large,806,5,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,django/contrib/admin/utils.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-11062,django/django,large,798,5,True,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,django/db/models/sql/query.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,django__django-11138,django/django,large,796,5,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,4,3,django/db/backends/sqlite3/base.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,sympy__sympy-18198,sympy/sympy,large,768,7,True,partial_recall,index_coverage_failure,正確檔案未進入Code Index,21,6,sympy/combinatorics/permutations.py | sympy/core/__init__.py | sympy/core/add.py | sympy/core/numbers.py | sympy/core/parameters.py | sympy/core/power.py | sympy/core/relational.py | sympy/geometry/ellipse.py | sympy/geometry/point.py | sympy/series/sequences.py | sympy/sets/sets.py | sympy/simplify/radsimp.py | sympy/simplify/simplify.py | sympy/stats/symbolic_probability.py | sympy/tensor/functions.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,sympy__sympy-17239,sympy/sympy,large,746,7,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,10,9,sympy/printing/codeprinter.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,sympy__sympy-16906,sympy/sympy,large,742,7,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,5,3,sympy/printing/pretty/pretty.py | sympy/printing/str.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,astropy__astropy-12891,astropy/astropy,large,707,6,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,astropy/utils/masked/core.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,sympy__sympy-14248,sympy/sympy,large,682,7,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,3,2,sympy/printing/pretty/pretty.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,sympy__sympy-13744,sympy/sympy,large,662,7,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,sympy/combinatorics/rewritingsystem.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,sympy__sympy-13279,sympy/sympy,large,655,7,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,sympy/core/add.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,astropy__astropy-14413,astropy/astropy,large,638,6,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,3,2,astropy/units/format/latex.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,sympy__sympy-13001,sympy/sympy,large,634,7,True,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,sympy/solvers/ode.py
P2_large_multimodule_other,大型多模組專案的其他遺漏,astropy__astropy-14701,astropy/astropy,large,613,6,True,partial_recall,index_coverage_failure,正確檔案未進入Code Index,2,1,astropy/cosmology/io/latex.py
P3_other_failure,其他失敗案例,pylint-dev__pylint-7097,pylint-dev/pylint,medium,853,5,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,pylint/checkers/imports.py
P3_other_failure,其他失敗案例,pylint-dev__pylint-7114,pylint-dev/pylint,medium,852,4,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,pylint/lint/expand_modules.py
P3_other_failure,其他失敗案例,pylint-dev__pylint-7228,pylint-dev/pylint,medium,852,4,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,pylint/config/argument.py
P3_other_failure,其他失敗案例,pylint-dev__pylint-7080,pylint-dev/pylint,medium,845,5,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,pylint/lint/expand_modules.py
P3_other_failure,其他失敗案例,scikit-learn__scikit-learn-25308,scikit-learn/scikit-learn,medium,635,9,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,sklearn/feature_selection/_base.py
P3_other_failure,其他失敗案例,scikit-learn__scikit-learn-25969,scikit-learn/scikit-learn,medium,635,9,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,9,8,sklearn/utils/_plotting.py
P3_other_failure,其他失敗案例,scikit-learn__scikit-learn-25363,scikit-learn/scikit-learn,medium,634,9,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,31,5,benchmarks/bench_saga.py | sklearn/calibration.py | sklearn/cluster/_mean_shift.py | sklearn/compose/_column_transformer.py | sklearn/covariance/_graph_lasso.py | sklearn/decomposition/_dict_learning.py | sklearn/decomposition/_lda.py | sklearn/ensemble/_forest.py | sklearn/ensemble/_voting.py | sklearn/feature_selection/_rfe.py | sklearn/inspection/_permutation_importance.py | sklearn/inspection/_plot/partial_dependence.py | sklearn/linear_model/_base.py | sklearn/linear_model/_coordinate_descent.py | sklearn/linear_model/_least_angle.py | sklearn/linear_model/_logistic.py | sklearn/linear_model/_omp.py | sklearn/linear_model/_stochastic_gradient.py | sklearn/linear_model/_theil_sen.py | sklearn/manifold/_mds.py | sklearn/metrics/pairwise.py | sklearn/model_selection/_search.py | sklearn/multiclass.py | sklearn/multioutput.py | sklearn/neighbors/_base.py | sklearn/utils/parallel.py
P3_other_failure,其他失敗案例,scikit-learn__scikit-learn-10483,scikit-learn/scikit-learn,medium,577,6,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,5,1,examples/plot_missing_values.py | sklearn/__init__.py | sklearn/impute.py | sklearn/utils/estimator_checks.py
P3_other_failure,其他失敗案例,scikit-learn__scikit-learn-12983,scikit-learn/scikit-learn,medium,575,6,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,2,1,sklearn/ensemble/_gb_losses.py
P3_other_failure,其他失敗案例,scikit-learn__scikit-learn-13618,scikit-learn/scikit-learn,medium,541,7,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,2,1,examples/linear_model/plot_bayesian_ridge_curvefit.py
P3_other_failure,其他失敗案例,pylint-dev__pylint-6517,pylint-dev/pylint,medium,402,5,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,pylint/config/argument.py
P3_other_failure,其他失敗案例,pylint-dev__pylint-6358,pylint-dev/pylint,medium,355,5,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,pylint/checkers/similar.py
P3_other_failure,其他失敗案例,sphinx-doc__sphinx-10048,sphinx-doc/sphinx,medium,293,4,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,sphinx/writers/html.py
P3_other_failure,其他失敗案例,sphinx-doc__sphinx-9828,sphinx-doc/sphinx,medium,293,4,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,4,1,sphinx/application.py | sphinx/builders/__init__.py | sphinx/config.py
P3_other_failure,其他失敗案例,sphinx-doc__sphinx-8771,sphinx-doc/sphinx,medium,283,4,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,2,1,sphinx/ext/autodoc/preserve_defaults.py
P3_other_failure,其他失敗案例,sphinx-doc__sphinx-7757,sphinx-doc/sphinx,medium,272,4,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,sphinx/util/inspect.py
P3_other_failure,其他失敗案例,sphinx-doc__sphinx-7831,sphinx-doc/sphinx,medium,272,4,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,sphinx/ext/autodoc/type_comment.py
P3_other_failure,其他失敗案例,sphinx-doc__sphinx-8020,sphinx-doc/sphinx,medium,272,4,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,sphinx/domains/python.py
P3_other_failure,其他失敗案例,sphinx-doc__sphinx-8117,sphinx-doc/sphinx,medium,272,4,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,3,2,sphinx/domains/cpp.py
P3_other_failure,其他失敗案例,sphinx-doc__sphinx-8474,sphinx-doc/sphinx,medium,272,4,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,sphinx/domains/std.py
P3_other_failure,其他失敗案例,sphinx-doc__sphinx-7454,sphinx-doc/sphinx,medium,271,4,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,sphinx/domains/python.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-11148,pytest-dev/pytest,medium,236,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/pathlib.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-9780,pytest-dev/pytest,medium,231,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/config/__init__.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-8987,pytest-dev/pytest,medium,227,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/mark/expression.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-8447,pytest-dev/pytest,medium,224,7,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,src/_pytest/main.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-8399,pytest-dev/pytest,medium,223,7,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,src/_pytest/python.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-8124,pytest-dev/pytest,medium,217,7,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,src/_pytest/hookspec.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-8055,pytest-dev/pytest,medium,212,7,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,6,2,src/_pytest/pytester.py | src/_pytest/threadexception.py | src/_pytest/unraisableexception.py | src/pytest/__init__.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-7466,pytest-dev/pytest,medium,202,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/_io/terminalwriter.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-7749,pytest-dev/pytest,medium,202,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/assertion/rewrite.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-7220,pytest-dev/pytest,medium,197,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/nodes.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-7158,pytest-dev/pytest,medium,194,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/skipping.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-6116,pytest-dev/pytest,medium,192,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/main.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-5980,pytest-dev/pytest,medium,190,7,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,4,3,src/_pytest/report_log.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-5787,pytest-dev/pytest,medium,189,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/reports.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-5221,pytest-dev/pytest,medium,185,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/python.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-5281,pytest-dev/pytest,medium,185,7,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,src/_pytest/capture.py
P3_other_failure,其他失敗案例,pytest-dev__pytest-5356,pytest-dev/pytest,medium,185,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,src/_pytest/mark/structures.py
P3_other_failure,其他失敗案例,pylint-dev__pylint-4516,pylint-dev/pylint,medium,115,5,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,2,1,pylint/lint/pylinter.py
P3_other_failure,其他失敗案例,pylint-dev__pylint-4492,pylint-dev/pylint,medium,114,5,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,3,1,pylint/reporters/__init__.py | pylint/reporters/multi_reporter.py
P3_other_failure,其他失敗案例,mwaskom__seaborn-2813,mwaskom/seaborn,small,108,5,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,3,2,seaborn/regression.py
P3_other_failure,其他失敗案例,pydata__xarray-6548,pydata/xarray,small,107,7,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,2,1,asv_bench/benchmarks/polyfit.py
P3_other_failure,其他失敗案例,pydata__xarray-4684,pydata/xarray,small,101,7,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,xarray/coding/times.py
P3_other_failure,其他失敗案例,pydata__xarray-4683,pydata/xarray,small,100,7,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,4,3,doc/conf.py
P3_other_failure,其他失敗案例,pydata__xarray-4248,pydata/xarray,small,97,6,False,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,1,0,xarray/core/formatting.py
P3_other_failure,其他失敗案例,pydata__xarray-4184,pydata/xarray,small,96,6,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,3,1,asv_bench/benchmarks/pandas.py | xarray/core/indexes.py
P3_other_failure,其他失敗案例,pydata__xarray-3239,pydata/xarray,small,92,5,False,partial_recall,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,5,3,xarray/core/concat.py | xarray/core/merge.py
P3_other_failure,其他失敗案例,psf__requests-2678,psf/requests,small,82,3,False,partial_recall,index_coverage_failure,正確檔案未進入Code Index,16,11,requests/auth.py | requests/packages/__init__.py | requests/packages/urllib3/contrib/appengine.py | requests/packages/urllib3/contrib/pyopenssl.py | requests/packages/urllib3/util/ssl_.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-18869,matplotlib/matplotlib,large,0,0,False,miss,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,1,0,lib/matplotlib/__init__.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-19553,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,5,4,lib/matplotlib/contour.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-20826,matplotlib/matplotlib,large,0,0,False,miss,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,1,0,lib/matplotlib/axis.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-21238,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,9,2,lib/matplotlib/artist.py | lib/matplotlib/axes/_base.py | lib/matplotlib/axis.py | lib/matplotlib/cbook/__init__.py | lib/matplotlib/cm.py | lib/matplotlib/colors.py | lib/matplotlib/container.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-23031,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,2,1,setup.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-23742,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,2,1,examples/user_interfaces/embedding_webagg_sgskip.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-24749,matplotlib/matplotlib,large,0,0,False,miss,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,1,0,lib/matplotlib/contour.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-24971,matplotlib/matplotlib,large,0,0,False,miss,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,1,0,lib/matplotlib/_tight_bbox.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-25027,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,2,1,lib/matplotlib/collections.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-25126,matplotlib/matplotlib,large,0,0,False,miss,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,1,0,lib/matplotlib/transforms.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-25311,matplotlib/matplotlib,large,0,0,False,miss,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,1,0,lib/matplotlib/offsetbox.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-25332,matplotlib/matplotlib,large,0,0,False,miss,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,1,0,lib/matplotlib/cbook.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-25551,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,2,1,lib/mpl_toolkits/mplot3d/axes3d.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-25640,matplotlib/matplotlib,large,0,0,False,miss,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,1,0,lib/matplotlib/backends/backend_pgf.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-25775,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,3,2,lib/matplotlib/text.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-25779,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,2,1,galleries/examples/shapes_and_collections/ellipse_arrow.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-26078,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,3,1,lib/matplotlib/axes/_axes.py | lib/mpl_toolkits/mplot3d/axes3d.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-26122,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,2,1,galleries/examples/misc/demo_ribbon_box.py
P3_other_failure,其他失敗案例,matplotlib__matplotlib-26341,matplotlib/matplotlib,large,0,0,False,partial_recall,analysis_unavailable,缺少Code Index或TF-IDF前50資料，暫時無法判定,2,1,lib/matplotlib/sankey.py
