sample_index,audit_seed,audit_strata,gold_id,ticket_id,repo,base_commit,file_path,mapping_status,mapping_method,mapping_confidence,exclusion_reason,symbol_id,qualified_name,symbol_kind,start_line,start_column,end_line,end_column,change_type,hunk_index,old_file_path,new_file_path,old_start_line,old_line_count,new_start_line,new_line_count,matched_old_lines,context_old_lines,insertion_anchor_line,patch_sha256,review_status,file_correct,qualified_name_correct,symbol_kind_correct,review_note
40,20260902,deletion,sha256:ff27f47345336ea078fecd72beace146e69f92c78cefda73834b5ce1ec85252c,astropy__astropy-14598,astropy/astropy,80c3854a5f4f4a6ab86c03d9db7854767fcd83c1,astropy/io/fits/card.py,mapped,modified_line_containment,1.0,,sha256:042b3e12aa23028499978ac7a36925786172860234ba07ce70206928384bd570,Card,class,41,0,1243,22,modified,0,astropy/io/fits/card.py,astropy/io/fits/card.py,66,7,66,7,69,66 67 68 70 71 72,70,sha256:867bc2472fb6f36b4bb180ae83d94b99533948f51c0f16f1e666dd87c9d4c396,approved,true,true,true,Verified against patch hunk base source and independent AST.
41,20260902,deletion nested_symbol,sha256:51d91d486df2f247cd16d08670aad5e6f0d4aff3f98d259d68930e0b5a3d4ee1,django__django-16517,django/django,c626173833784c86920b448793ac45005af4c058,django/contrib/admindocs/utils.py,mapped,modified_line_containment,1.0,,sha256:2092fc155a843c0aa8949acabcbf112841c0194c7f57745415249b17dfa8cb2e,create_reference_role.<locals>._role,function,104,4,119,25,modified,1,django/contrib/admindocs/utils.py,django/contrib/admindocs/utils.py,111,7,114,7,114,111 112 113 115 116 117,115,sha256:57df7875d4357dc532adf7158282485a013adf4f3728ab1c28cfd9293660930a,approved,true,true,true,Verified against patch hunk base source and independent AST.
42,20260902,deletion nested_symbol,sha256:c1fe02fe347d8bee1932e2164e0be810a142cf12b0b39ebdea8a6449db5790cb,pylint-dev__pylint-6357,pylint-dev/pylint,cb37ae4fc24a8756a5f965cdc6ab9c472f909ab0,pylint/checkers/similar.py,mapped,modified_line_containment,1.0,,sha256:747e9f94eb04567a74902ffd20231ecd364dc50a181a1a54def8b07cce00b03c,Similar.append_stream,method,359,4,390,16,modified,1,pylint/checkers/similar.py,pylint/checkers/similar.py,366,28,366,25,370 371 372 373 374 375 376 377 378 379 380 381 382 383 384 385 386 387 388 390,366 367 368 369 389 391 392 393,368,sha256:a9aca1790b8a4e28fa8cf79d4d21aa991a37c7824a07f53cee7c24d7358f6fc0,approved,true,true,true,Verified against patch hunk base source and independent AST.
43,20260902,deletion multi_file_ticket nested_symbol,sha256:b079214450d4187fd3c0931174ae4bd0b59f65cbfd8f4dd149e504b88d30a903,pylint-dev__pylint-7097,pylint-dev/pylint,c33d237e6ea5795632295bb6390778a21e6f4080,pylint/checkers/imports.py,mapped,modified_line_containment,1.0,,sha256:6865e3e6ed8b2cd785683700622cfe8100eac9f1f69759f475cd30b66c274445,ImportsChecker._get_imported_module,method,793,4,823,19,modified,1,pylint/checkers/imports.py,pylint/checkers/imports.py,800,10,801,10,803 804 806,800 801 802 805 807 808 809,805,sha256:41d51344f12bbc341f520c1875c79828f1bba02c45ee91cb19b574a1ad449fec,approved,true,true,true,Verified against patch hunk base source and independent AST.
44,20260902,deletion multi_file_ticket nested_symbol,sha256:c6e8112db5f3ffded3a13ee09796278d7baaf270f040b06aae5c14c801477686,astropy__astropy-13465,astropy/astropy,0f3e4a6549bc8bb3276184a021ecdd3482eb5d13,astropy/io/fits/diff.py,mapped,modified_line_containment,1.0,,sha256:0f991ff0b854e5fbd684ccb103336c2cdc65625a15ec26b3a6b729e6c4696374,TableDataDiff._report,method,1398,4,1447,64,modified,3,astropy/io/fits/diff.py,astropy/io/fits/diff.py,1433,7,1436,8,1436,1433 1434 1435 1437 1438 1439,1437,sha256:b6de43113115ef1de499b3da7117ecc85b37c58680ff9e987c43c2008e6f88cf,approved,true,true,true,Verified against patch hunk base source and independent AST.
45,20260902,multi_file_ticket nested_symbol pure_addition,sha256:1b3b0bb9e086eded3ff43d298b1ce1e586f2e5a250bacf2bd55529e9937b58ef,django__django-15139,django/django,08d8bccbf1b0764a0de68325569ee47da256e206,django/contrib/sessions/backends/base.py,mapped,insertion_anchor_containment,0.8,,sha256:d8e699c6c5b901a5318bf478ead6f86c17ebdcdf292ce0ae9d8fa84b1cb7df47,SessionBase.get_expiry_date,method,218,4,237,55,modified,1,django/contrib/sessions/backends/base.py,django/contrib/sessions/backends/base.py,233,6,235,8,,233 234 235 236 237 238,235,sha256:eda6a963b0a542eca714643ceb6c713353670377c9a5faa7e53e1de0e4619aad,approved,true,true,true,Verified against patch hunk base source and independent AST.
46,20260902,multi_file_ticket nested_symbol pure_addition,sha256:04220c8dcbcdee815f8fc66d613cece2d2c8dda0757e3d568eef37bda4ad76ac,pylint-dev__pylint-6528,pylint-dev/pylint,273a8b25620467c1e5686aa8d2a1dbb8c02c78d0,pylint/lint/pylinter.py,mapped,insertion_anchor_containment,0.8,,sha256:fe7d50dffc56eca21d8db165ef82a7e301c9d13ab9ca752836bf7d489b3edc72,PyLinter._discover_files,method,567,4,592,31,modified,2,pylint/lint/pylinter.py,pylint/lint/pylinter.py,579,6,578,16,,579 580 581 582 583 584,581,sha256:ed4b5b19c13c683360c4743ed660335fe029bd870faa3e786eda6271abc55265,approved,true,true,true,Verified against patch hunk base source and independent AST.
47,20260902,multi_file_ticket nested_symbol pure_addition,sha256:ff8dddb5e4502480723bae34bb6d2952aa44f7c352f96aca9b7bff8a9fc8f946,psf__requests-1776,psf/requests,4bceb312f1b99d36a25f2985b5606e98b6f0d8cd,requests/models.py,mapped,insertion_anchor_containment,0.8,,sha256:c57c0c80c8c0768262302a856670dad40846ff6ac8c9bdd9efe66e416ae7752f,PreparedRequest.copy,method,297,4,304,16,modified,1,requests/models.py,requests/models.py,299,6,302,7,,299 300 301 302 303 304,301,sha256:b523f16420da794e0bfb2ed13de62f50e76bf1187dd05ad3e632c6e29a68a23a,approved,true,true,true,Verified against patch hunk base source and independent AST.
48,20260902,multi_file_ticket nested_symbol pure_addition,sha256:9ae3111f893dbc055723765523be6a1a598fea319cbe2c7b2cbc6a10fa9ab212,mwaskom__seaborn-3187,mwaskom/seaborn,22cdfb0c93f8ec78492d87edb810f10cb7f57a31,seaborn/_core/scales.py,mapped,insertion_anchor_containment,0.8,,sha256:7f622d71feedd86aaa0021b3a38068a8f37f914f3ce8425695c6b0fd108d582c,ContinuousBase._setup,method,322,4,384,18,modified,0,seaborn/_core/scales.py,seaborn/_core/scales.py,378,6,378,14,,378 379 380 381 382 383,380,sha256:578f98370810261561a8936dd7202e8c6644ef8d9ae52a54578a680f3cb4fc1f,approved,true,true,true,Verified against patch hunk base source and independent AST.
49,20260902,module_level multi_file_ticket,sha256:865e9a511ceda95faf6c5e7219cb8d3298d0962683d07f1277df40f213673b66,pytest-dev__pytest-10893,pytest-dev/pytest,22524046cff84c66f128da9e3cdb993082445c75,src/_pytest/pathlib.py,mapped,module_level,0.8,,sha256:327c7aeb88b40efb21650b509cbd82050a71b335ace877664caf4090cf66ce4b,<module>,module,30,0,30,0,modified,1,src/_pytest/pathlib.py,src/_pytest/pathlib.py,28,6,29,8,,28 29 30 31 32 33,30,sha256:4df2577931b93db879e434bf97c7a4546c6aceff92d425b93d1886082326cf2a,approved,true,true,true,Verified against patch hunk base source and independent AST.
50,20260902,multi_file_ticket nested_symbol pure_addition,sha256:11a086c7a14769be4638b1bed7ee4082fbd5b3062fb2f7067b9234df407240a1,sympy__sympy-13279,sympy/sympy,613373e31790f06b7324dd5ef887198538204bcc,sympy/core/mul.py,mapped,insertion_anchor_containment,0.8,,sha256:b9502566dd4fe4daced220c4972f5d4896cb844da03a37459ebfecc60a8376e6,Mul.flatten,method,97,4,616,45,modified,1,sympy/core/mul.py,sympy/core/mul.py,271,6,272,10,,271 272 273 274 275 276,273,sha256:e65a34cbdff19c49f992f4fa805f4f9b76351cef2cc13b546bcdd3ff143aa170,approved,true,true,true,Verified against patch hunk base source and independent AST.
